Course title,Skills,Organization,Ratings,Review count,Workload,Workload_Hour,Difficulty_level,Language,Course_link,Payment_Model,Course_Type
Tecnología musical con software libre: Proyecto final,Music And Art,Universidad Nacional Autónoma de México,,2,2 a 5 horas por semana,5.0,Intermediate,es,https://www.coursera.org/learn/tecnologia-musical-proyecto,Free Audit / Pay for Cert,Individual Course
Gemini for Network Engineers - Deutsch,"Cloud Computing, Software Development",Google Cloud,,0,,,Beginner,de,https://www.coursera.org/learn/gemini-for-network-engineers-de,Free Audit / Pay for Cert,Individual Course
Data Visualization with OpenAI API: Generate code with GenAI,"Data Analysis, Software Development",Coursera,,0,2 hours,2.0,Intermediate,en,https://www.coursera.org/learn/data-visualization-with-openai-api-generate-code-with-genai,Free Audit / Pay for Cert,Individual Course
Data Warehousing & Pipeline Development in Microsoft Fabric,"Data Analysis, Business Essentials",Microsoft,,0,~4.74 weeks/6 hrs per week,28.44,Intermediate,en,https://www.coursera.org/learn/data-warehousing-pipeline-development-microsoft-fabric,Free Audit / Pay for Cert,Individual Course
Investigating Epidemics like COVID-19: An Analyst's Guide,"Public Health, Data Analysis",Johns Hopkins University,,3,"2 weeks, 10 hours/week",20.0,Intermediate,en,https://www.coursera.org/learn/investigating-epidemics-analyst-guide,Free Audit / Pay for Cert,Individual Course
Ethical Password Cracking,"Security, Computer Security And Networks",Packt,,0,,,Intermediate,en,https://www.coursera.org/learn/packt-ethical-password-cracking,Free Audit / Pay for Cert,Individual Course
The Arts and Science of Relationships: Understanding Human Needs,"Personal Development, Psychology",University of Toronto,4.5,1824,"6 weeks of study, 3-4 hours/week",21.0,Beginner,en,https://www.coursera.org/learn/human-needs,Free Audit / Pay for Cert,Individual Course
Pillar #2: Drug Utilization - Drivers and Consequences,"Public Health, Research",Johns Hopkins University,,9,,,,en,https://www.coursera.org/learn/drug-utilization-trends-determinants-and-consequences,Free Audit / Pay for Cert,Individual Course
Communication Strategies for a Virtual Age,"Leadership And Management, Personal Development",University of Toronto,4.8,4402,"6 weeks of study, 1-2 hours/week",9.0,Beginner,en,https://www.coursera.org/learn/communication-strategies-virtual-age,Free Audit / Pay for Cert,Individual Course
Création de Designs Marketing avec Canva,"Marketing, Support And Operations",Coursera,3.9,12,60 minutes ,1.0,Beginner,fr,https://www.coursera.org/learn/creation-designs-marketing-avec-canva,Free Audit / Pay for Cert,Individual Course
Money and Happiness,"Personal Development, Finance",University of Illinois Urbana-Champaign,,0,"4 weeks of study, 2.5 hours/week  ",10.0,Beginner,en,https://www.coursera.org/learn/money-and-happiness,Free Audit / Pay for Cert,Individual Course
"Intro to Analytic Thinking, Data Science, and Data Mining",Data Analysis,"University of California, Irvine",4.2,156,,,Intermediate,en,https://www.coursera.org/learn/intro-analyticthinking-datascience-datamining,Free Audit / Pay for Cert,Individual Course
Introduction to Large Language Models - 繁體中文,Cloud Computing,Google Cloud,,5,,,Beginner,zh-TW,https://www.coursera.org/learn/introduction-to-large-language-models-zhtw,Free Audit / Pay for Cert,Individual Course
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Mechanical Engineering,Georgia Institute of Technology,4.9,746,7 weeks of material; 5 to 7 hours per week work for students,49.0,,en,https://www.coursera.org/learn/dynamics,Free Audit / Pay for Cert,Individual Course
Data Privacy and Protection Standards,"Security, Networking",Coursera,4.8,35,1 Hour,1.0,Beginner,en,https://www.coursera.org/learn/data-privacy-and-protection-standards,Free Audit / Pay for Cert,Individual Course
ETL Processing on Google Cloud Using Dataflow and BigQuery,"Software Development, Data Analysis",Google Cloud,4.5,3,1 hour,1.0,Intermediate,en,https://www.coursera.org/learn/googlecloud-etl-processing-on-google-cloud-using-dataflow-and-bigquery-4lxht,Free Audit / Pay for Cert,Individual Course
클라우드 컴퓨팅 기초(Cloud 101),"Cloud Computing, Data Analysis",LearnQuest,4.5,27,,,Beginner,ko,https://www.coursera.org/learn/cloud-computing-basics-ko,Free Audit / Pay for Cert,Individual Course
Use Canva to Create Social Media Marketing Designs,Marketing,Coursera,4.6,381,2 hours,2.0,Beginner,en,https://www.coursera.org/learn/using-canva-create-social-media-marketing-design,Free Audit / Pay for Cert,Individual Course
Introduction to Privacy - Part 3,"Security, Data Management",Infosec,4.8,15,,,,en,https://www.coursera.org/learn/introduction-to-privacy---part-3,Free Audit / Pay for Cert,Individual Course
Foundations of Data Structures and Algorithm Analysis,"Algorithms, Software Development",Packt,4.4,31,,,Intermediate,en,https://www.coursera.org/learn/packt-foundations-of-data-structures-and-algorithm-analysis-lzab8,Free Audit / Pay for Cert,Individual Course
Memulai Security Command Center Enterprise,Cloud Computing,Google Cloud,,0,,,Intermediate,id,https://www.coursera.org/learn/memulai-security-command-center-enterprise,Free Audit / Pay for Cert,Individual Course
Learning Experience Design: Orientation to the Profession,"Education, Personal Development",University of Michigan,4.8,79,,,Beginner,en,https://www.coursera.org/learn/learning-experience-design-orientation-to-the-profession,Free Audit / Pay for Cert,Individual Course
Managers du changement,Leadership And Management,ESSEC Business School,4.8,187,Une semaine de travail répartie sur six séquences. Pour un total d'1h30 de travail en tout.,1.0,Beginner,fr,https://www.coursera.org/learn/managers-changement,Free Audit / Pay for Cert,Individual Course
Grabación y postproducción musical dentro y fuera del estudio,Music And Art,Universidad Nacional Autónoma de México,4.7,80,,,Intermediate,es,https://www.coursera.org/learn/grabacion-musical,Free Audit / Pay for Cert,Individual Course
Govern Healthcare Data: Protect Patient Privacy,"Patient Care, Data Analysis",Coursera,,0,167 minutes,2.783333333333333,Beginner,en,https://www.coursera.org/learn/govern-healthcare-data-protect-patient-privacy,Free Audit / Pay for Cert,Individual Course
Build and Operate Machine Learning Solutions with Azure,"Machine Learning, Cloud Computing",Microsoft,3.7,71,"6 weeks of study, 1-2 hours/week.",9.0,Intermediate,en,https://www.coursera.org/learn/build-and-operate-machine-learning-solutions-with-azure,Free Audit / Pay for Cert,Individual Course
Amazon Connect: Introduction to the Administrative Interface,"Cloud Computing, Leadership And Management",Amazon Web Services,,0,,,Beginner,en,https://www.coursera.org/learn/aws-amazon-connect-introduction-to-the-administrative-interface,Free Audit / Pay for Cert,Individual Course
AI for Mining,"Environmental Science And Sustainability, Business Strategy",AI CERTs,,3,,,Intermediate,en,https://www.coursera.org/learn/ai-for-mining,Free Audit / Pay for Cert,Individual Course
 Libraries and Frameworks for Frontend Development,"Mobile And Web Development, Software Development",Board Infinity ,,9,5 hours/week,5.0,Intermediate,en,https://www.coursera.org/learn/libraries-and-frameworks-for-frontend-development,Free Audit / Pay for Cert,Individual Course
SketchUp: how to start modelling simple 3D objects,"Design And Product, Music And Art",Coursera,4.5,64,1 hour,1.0,Beginner,en,https://www.coursera.org/learn/explore-sketchup,Free Audit / Pay for Cert,Individual Course
"Predictive Analytics: Apply, Analyze & Interpret","Data Analysis, Probability And Statistics",EDUCBA,,0,,,,en,https://www.coursera.org/learn/predictive-analytics-apply-analyze-interpret,Free Audit / Pay for Cert,Individual Course
Publier des designs sur Slack avec Canva pour entreprises,"Design And Product, Marketing",Coursera,,0,1 hour,1.0,Beginner,fr,https://www.coursera.org/learn/publier-designs-slack-canva-entreprises,Free Audit / Pay for Cert,Individual Course
AI for Brainstorming and Planning,"Machine Learning, Business Essentials",Google,,1,,,Beginner,en,https://www.coursera.org/learn/google-ai-for-brainstorming-and-planning,Free Audit / Pay for Cert,Individual Course
AWS: Networking and Content Delivery,"Networking, Cloud Computing",Whizlabs,,0,"2 Weeks of Study, 3 hours/Week",6.0,Intermediate,en,https://www.coursera.org/learn/aws-networking-and-content-delivery,Free Audit / Pay for Cert,Individual Course
Design of General Utility Systems,"Mechanical Engineering, Chemistry",L&T EduTech,,0,,,Intermediate,en,https://www.coursera.org/learn/design-of-general-utility-systems,Free Audit / Pay for Cert,Individual Course
Community Organizing for Social Justice ,"Education, Personal Development",University of Michigan,4.8,325,,,Beginner,en,https://www.coursera.org/learn/community-organizing,Free Audit / Pay for Cert,Individual Course
Iconic Logo Design: Brainstorm & Refine Unique Concepts,Design And Product,Skillshare,,6,,,,en,https://www.coursera.org/learn/iconic-logo-design-brainstorm--refine-unique-concepts,Free Audit / Pay for Cert,Individual Course
The Product Owner Profession:  Unleashing the Power of Scrum,"Leadership And Management, Business Essentials",SkillUp,4.6,159,"6 hours of study, 2-3 hours/week",6.0,Beginner,en,https://www.coursera.org/learn/product-owner-unleashing-the-power-of-scrum,Free Audit / Pay for Cert,Individual Course
HTTP Google Cloud Functions in Go,Cloud Computing,Google Cloud,,0,30 minutes,0.5,Beginner,en,https://www.coursera.org/learn/googlecloud-http-google-cloud-functions-in-go-4si42,Free Audit / Pay for Cert,Individual Course
Execution and Evaluation,"Business Strategy, Marketing",University of Colorado Boulder,,2,"6-8 weeks, 2-3 hours per week",17.5,Intermediate,en,https://www.coursera.org/learn/execution-and-evaluation-of-social-media,Free Audit / Pay for Cert,Individual Course
Inteligencia Emocional: Un enfoque práctico,"Personal Development, Leadership And Management",Universidades Anáhuac,4.7,55,5 a 6 semanas,60.0,Beginner,es,https://www.coursera.org/learn/inteligencia-emocional-un-enfoque-practico,Free Audit / Pay for Cert,Individual Course
Fundamentals of Macroscopic and Microscopic Thermodynamics,"Mechanical Engineering, Chemistry",University of Colorado Boulder,4.3,269,"Three weeks of content. Six to nine hours a week, including studying.",,Advanced,en,https://www.coursera.org/learn/macroscopic-microscopic-thermodynamics,Free Audit / Pay for Cert,Individual Course
Creative Personal Writing: Write the Real You,Music And Art,Skillshare,,5,,,Beginner,en,https://www.coursera.org/learn/creative-personal-writing-write-the-real-you,Free Audit / Pay for Cert,Individual Course
Liderazgo orientado al florecimiento humano,"Leadership And Management, Business Essentials",Tecnológico de Monterrey,4.8,67,"4 semanas de estudio, 5-8 horas/semana",40.0,Intermediate,es,https://www.coursera.org/learn/liderazgo-orientado-al-florecimiento-humano,Free Audit / Pay for Cert,Individual Course
Fashion as Design: Silhouettes and Icons,"History, Personal Development",The Museum of Modern Art,,0,,,Beginner,en,https://www.coursera.org/learn/fashion-silhouettes-icons,Free Audit / Pay for Cert,Individual Course
Data Structures and Algorithms,"Software Development, Data Analysis","Birla Institute of Technology & Science, Pilani",,0,,,,en,https://www.coursera.org/learn/bits-data-structures-and-algorithms,Free Audit / Pay for Cert,Individual Course
Google Cloud Platform Associate Cloud Engineer,Cloud Computing,Pearson,,1,Less than 2 weeks,20.0,Intermediate,en,https://www.coursera.org/learn/pearson-google-cloud-platform-associate-cloud-engineer-video-course-0wifn,Free Audit / Pay for Cert,Individual Course
Financial Accounting Explained,"Finance, Business Essentials",Coursera,4.6,19,About one hour,,Intermediate,en,https://www.coursera.org/learn/financial-accounting-explained,Free Audit / Pay for Cert,Individual Course
Finance for Non-Financial Professionals,Finance,"University of California, Irvine",4.6,4579,"4-8 hours of videos, readings, and quizzes",6.0,,en,https://www.coursera.org/learn/finance-for-non-finance-managers,Free Audit / Pay for Cert,Individual Course
Cisco Certified Support Technician IT Support 100-140 Unit 2,Support And Operations,Pearson,,2,1 hour 30 minutes,1.5,Beginner,en,https://www.coursera.org/learn/pearson-cisco-certified-support-technician-ccst-it-support-100-140-pearson-gv0u4,Free Audit / Pay for Cert,Individual Course
Tableau Fundamentals Case Study - Ecommerce Analysis,"Finance, Data Analysis",Corporate Finance Institute,,7,,,Intermediate,en,https://www.coursera.org/learn/tableau-fundamentals-case-study-ecommerce-analysis,Free Audit / Pay for Cert,Individual Course
Interactive Statistical Data Visualization 101,"Data Analysis, Probability And Statistics",Coursera,4.9,0,2 hours,2.0,Beginner,en,https://www.coursera.org/learn/statistical-data-visualization,Free Audit / Pay for Cert,Individual Course
Intro to 3D Game Development Masterclass in Godot,"Design And Product, Mobile And Web Development",Packt,,0,,,Intermediate,en,https://www.coursera.org/learn/packt-intro-to-3d-game-development-masterclass-in-godot-msjjn,Free Audit / Pay for Cert,Individual Course
Looker Studio Pro Essentials - Português Brasileiro,"Software Development, Cloud Computing",Google Cloud,,0,,,Intermediate,pt-BR,https://www.coursera.org/learn/looker-studio-pro-essentials-ptbr,Free Audit / Pay for Cert,Individual Course
"AI-Enabled Programming, Networking, and Cybersecurity",Networking,Pearson,,0,Less than 1 week,10.0,Intermediate,en,https://www.coursera.org/learn/pearson-ai-enabled-programming-networking-and-cybersecurity-video-course-5oske,Free Audit / Pay for Cert,Individual Course
Felicidad y Políticas Públicas,"Education, Governance And Society",Universidad de Palermo,,4,4 semanas de estudio: 3-4 horas/semana. ,40.0,Beginner,es,https://www.coursera.org/learn/felicidad-y-politicas-publicas,Free Audit / Pay for Cert,Individual Course
Introduction to Contemporary Operating Systems and Hardware 1c,Cloud Computing,Illinois Tech,4.7,21,,,Beginner,en,https://www.coursera.org/learn/intro-to-os-and-hardware-1c,Free Audit / Pay for Cert,Individual Course
